"","WordPair","ID.true","Experiment","Response","Valence","Conceptual","FeatureMatch","ExperimentType"
"6118","injury-stench","672e86a538b9e142805a426e","Ex1b: Conc-Abs (Nouns)",46,"NegativeMatch","ConcreteMatch","MaxMatch","Similarity"
"6119","laughter-rot","672e86a538b9e142805a426e","Ex1b: Conc-Abs (Nouns)",52,"PositiveMismatch","ConceptualMatch:concrete","ConceptualMatchingOnly","Similarity"
"6120","anxiety-mud","672e86a538b9e142805a426e","Ex1b: Conc-Abs (Nouns)",47,"NegativeMatch","AbstractMismatch","ValenceMatchingOnly","Similarity"
"6121","begin-start","672e86a538b9e142805a426e","Ex1b: Conc-Abs (Nouns)",0,NA,NA,"SimilarControl","Similarity"
"6122","freedom-gratitude","672e86a538b9e142805a426e","Ex1b: Conc-Abs (Nouns)",56,"PositiveMatch","AbstractMatch","MaxMatch","Similarity"
"6123","home-chocolate","672e86a538b9e142805a426e","Ex1b: Conc-Abs (Nouns)",49,"PositiveMatch","ConcreteMatch","MaxMatch","Similarity"
"6124","arrive-leave","672e86a538b9e142805a426e","Ex1b: Conc-Abs (Nouns)",0,NA,NA,"DissimilarControl","Similarity"
"6125","end-finish","672e86a538b9e142805a426e","Ex1b: Conc-Abs (Nouns)",99,NA,NA,"SimilarControl","Similarity"
"6126","begin-end","672e86a538b9e142805a426e","Ex1b: Conc-Abs (Nouns)",0,NA,NA,"DissimilarControl","Similarity"
"6127","laughter-freedom","672e86a538b9e142805a426e","Ex1b: Conc-Abs (Nouns)",48,"PositiveMatch","ConcreteMismatch","ValenceMatchingOnly","Similarity"
"6128","love-mud","672e86a538b9e142805a426e","Ex1b: Conc-Abs (Nouns)",53,"PositiveMismatch","AbstractMismatch","MaxMismatch","Similarity"
"6129","guilt-inspiration","672e86a538b9e142805a426e","Ex1b: Conc-Abs (Nouns)",45,"NegativeMismatch","ConceptualMatch:abstract","ConceptualMatchingOnly","Similarity"
"6130","guilt-resentment","672e86a538b9e142805a426e","Ex1b: Conc-Abs (Nouns)",54,"NegativeMatch","AbstractMatch","MaxMatch","Similarity"
"6131","smoke-rust","672e86a538b9e142805a426e","Ex1b: Conc-Abs (Nouns)",52,"NegativeMatch","ConcreteMatch","MaxMatch","Similarity"
"6132","laughter-filth","672e86a538b9e142805a426e","Ex1b: Conc-Abs (Nouns)",48,"PositiveMismatch","ConceptualMatch:concrete","ConceptualMatchingOnly","Similarity"
"6133","guilt-rot","672e86a538b9e142805a426e","Ex1b: Conc-Abs (Nouns)",49,"NegativeMatch","AbstractMismatch","ValenceMatchingOnly","Similarity"
"6134","get-obtain","672e86a538b9e142805a426e","Ex1b: Conc-Abs (Nouns)",99,NA,NA,"SimilarControl","Similarity"
"6135","kindness-compassion","672e86a538b9e142805a426e","Ex1b: Conc-Abs (Nouns)",99,"PositiveMatch","AbstractMatch","MaxMatch","Similarity"
"6136","beach-rain","672e86a538b9e142805a426e","Ex1b: Conc-Abs (Nouns)",42,"PositiveMatch","ConcreteMatch","MaxMatch","Similarity"
"6137","enter-exit","672e86a538b9e142805a426e","Ex1b: Conc-Abs (Nouns)",0,NA,NA,"DissimilarControl","Similarity"
"6138","show-display","672e86a538b9e142805a426e","Ex1b: Conc-Abs (Nouns)",99,NA,NA,"SimilarControl","Similarity"
"6139","open-close","672e86a538b9e142805a426e","Ex1b: Conc-Abs (Nouns)",0,NA,NA,"DissimilarControl","Similarity"
"6140","flowers-love","672e86a538b9e142805a426e","Ex1b: Conc-Abs (Nouns)",45,"PositiveMatch","ConcreteMismatch","ValenceMatchingOnly","Similarity"
"6141","happiness-rot","672e86a538b9e142805a426e","Ex1b: Conc-Abs (Nouns)",52,"PositiveMismatch","AbstractMismatch","MaxMismatch","Similarity"
"6142","anxiety-compassion","672e86a538b9e142805a426e","Ex1b: Conc-Abs (Nouns)",53,"NegativeMismatch","ConceptualMatch:abstract","ConceptualMatchingOnly","Similarity"
"6143","despair-guilt","672e86a538b9e142805a426e","Ex1b: Conc-Abs (Nouns)",69,"NegativeMatch","AbstractMatch","MaxMatch","Similarity"
"6144","vomit-injury","672e86a538b9e142805a426e","Ex1b: Conc-Abs (Nouns)",47,"NegativeMatch","ConcreteMatch","MaxMatch","Similarity"
"6145","home-rot","672e86a538b9e142805a426e","Ex1b: Conc-Abs (Nouns)",49,"PositiveMismatch","ConceptualMatch:concrete","ConceptualMatchingOnly","Similarity"
"6146","envy-stench","672e86a538b9e142805a426e","Ex1b: Conc-Abs (Nouns)",56,"NegativeMatch","AbstractMismatch","ValenceMatchingOnly","Similarity"
"6147","ask-inquire","672e86a538b9e142805a426e","Ex1b: Conc-Abs (Nouns)",99,NA,NA,"SimilarControl","Similarity"
"6148","freedom-compassion","672e86a538b9e142805a426e","Ex1b: Conc-Abs (Nouns)",49,"PositiveMatch","AbstractMatch","MaxMatch","Similarity"
"6149","laughter-hug","672e86a538b9e142805a426e","Ex1b: Conc-Abs (Nouns)",57,"PositiveMatch","ConcreteMatch","MaxMatch","Similarity"
"6150","rise-fall","672e86a538b9e142805a426e","Ex1b: Conc-Abs (Nouns)",0,NA,NA,"DissimilarControl","Similarity"
"6151","need-require","672e86a538b9e142805a426e","Ex1b: Conc-Abs (Nouns)",99,NA,NA,"SimilarControl","Similarity"
"6152","increase-decrease","672e86a538b9e142805a426e","Ex1b: Conc-Abs (Nouns)",0,NA,NA,"DissimilarControl","Similarity"
"6153","beach-joy","672e86a538b9e142805a426e","Ex1b: Conc-Abs (Nouns)",51,"PositiveMatch","ConcreteMismatch","ValenceMatchingOnly","Similarity"
"6154","kindness-mold","672e86a538b9e142805a426e","Ex1b: Conc-Abs (Nouns)",49,"PositiveMismatch","AbstractMismatch","MaxMismatch","Similarity"
"6155","failure-love","672e86a538b9e142805a426e","Ex1b: Conc-Abs (Nouns)",53,"NegativeMismatch","ConceptualMatch:abstract","ConceptualMatchingOnly","Similarity"
"6156","lonliness-guilt","672e86a538b9e142805a426e","Ex1b: Conc-Abs (Nouns)",46,"NegativeMatch","AbstractMatch","MaxMatch","Similarity"
"6157","vomit-filth","672e86a538b9e142805a426e","Ex1b: Conc-Abs (Nouns)",51,"NegativeMatch","ConcreteMatch","MaxMatch","Similarity"
"6158","laughter-smoke","672e86a538b9e142805a426e","Ex1b: Conc-Abs (Nouns)",44,"PositiveMismatch","ConceptualMatch:concrete","ConceptualMatchingOnly","Similarity"
"6159","envy-filth","672e86a538b9e142805a426e","Ex1b: Conc-Abs (Nouns)",55,"NegativeMatch","AbstractMismatch","ValenceMatchingOnly","Similarity"
"6160","use-employ","672e86a538b9e142805a426e","Ex1b: Conc-Abs (Nouns)",99,NA,NA,"SimilarControl","Similarity"
"6161","joy-gratitude","672e86a538b9e142805a426e","Ex1b: Conc-Abs (Nouns)",46,"PositiveMatch","AbstractMatch","MaxMatch","Similarity"
"6162","rain-chocolate","672e86a538b9e142805a426e","Ex1b: Conc-Abs (Nouns)",53,"PositiveMatch","ConcreteMatch","MaxMatch","Similarity"
"6163","come-go","672e86a538b9e142805a426e","Ex1b: Conc-Abs (Nouns)",0,NA,NA,"DissimilarControl","Similarity"
"6164","speak-talk","672e86a538b9e142805a426e","Ex1b: Conc-Abs (Nouns)",99,NA,NA,"SimilarControl","Similarity"
"6165","add-remove","672e86a538b9e142805a426e","Ex1b: Conc-Abs (Nouns)",0,NA,NA,"DissimilarControl","Similarity"
"6166","home-freedom","672e86a538b9e142805a426e","Ex1b: Conc-Abs (Nouns)",47,"PositiveMatch","ConcreteMismatch","ValenceMatchingOnly","Similarity"
"6167","peace-rust","672e86a538b9e142805a426e","Ex1b: Conc-Abs (Nouns)",51,"PositiveMismatch","AbstractMismatch","MaxMismatch","Similarity"
"6168","resentment-happiness","672e86a538b9e142805a426e","Ex1b: Conc-Abs (Nouns)",0,"NegativeMismatch","ConceptualMatch:abstract","ConceptualMatchingOnly","Similarity"
"6169","guilt-shame","672e86a538b9e142805a426e","Ex1b: Conc-Abs (Nouns)",77,"NegativeMatch","AbstractMatch","MaxMatch","Similarity"
"6170","smoke-mud","672e86a538b9e142805a426e","Ex1b: Conc-Abs (Nouns)",42,"NegativeMatch","ConcreteMatch","MaxMatch","Similarity"
"6171","sunshine-vomit","672e86a538b9e142805a426e","Ex1b: Conc-Abs (Nouns)",39,"PositiveMismatch","ConceptualMatch:concrete","ConceptualMatchingOnly","Similarity"
"6172","despair-vomit","672e86a538b9e142805a426e","Ex1b: Conc-Abs (Nouns)",39,"NegativeMatch","AbstractMismatch","ValenceMatchingOnly","Similarity"
"6173","buy-purchase","672e86a538b9e142805a426e","Ex1b: Conc-Abs (Nouns)",99,NA,NA,"SimilarControl","Similarity"
"6174","love-hope","672e86a538b9e142805a426e","Ex1b: Conc-Abs (Nouns)",56,"PositiveMatch","AbstractMatch","MaxMatch","Similarity"
"6175","chocolate-fireplace","672e86a538b9e142805a426e","Ex1b: Conc-Abs (Nouns)",48,"PositiveMatch","ConcreteMatch","MaxMatch","Similarity"
"6176","end-finish","5f285dc5b09b3715fa20a14c","Ex1b: Conc-Abs (Nouns)",99,NA,NA,"SimilarControl","Similarity"
"6177","add-remove","5f285dc5b09b3715fa20a14c","Ex1b: Conc-Abs (Nouns)",0,NA,NA,"DissimilarControl","Similarity"
"6178","use-employ","5f285dc5b09b3715fa20a14c","Ex1b: Conc-Abs (Nouns)",99,NA,NA,"SimilarControl","Similarity"
"6179","chocolate-rust","5f285dc5b09b3715fa20a14c","Ex1b: Conc-Abs (Nouns)",0,"PositiveMismatch","ConceptualMatch:concrete","ConceptualMatchingOnly","Similarity"
"6180","home-compassion","5f285dc5b09b3715fa20a14c","Ex1b: Conc-Abs (Nouns)",0,"PositiveMatch","ConcreteMismatch","ValenceMatchingOnly","Similarity"
"6181","enter-exit","5f285dc5b09b3715fa20a14c","Ex1b: Conc-Abs (Nouns)",0,NA,NA,"DissimilarControl","Similarity"
"6182","regret-resentment","5f285dc5b09b3715fa20a14c","Ex1b: Conc-Abs (Nouns)",7,"NegativeMatch","AbstractMatch","MaxMatch","Similarity"
"6183","laughter-fireplace","5f285dc5b09b3715fa20a14c","Ex1b: Conc-Abs (Nouns)",0,"PositiveMatch","ConcreteMatch","MaxMatch","Similarity"
"6184","grief-compassion","5f285dc5b09b3715fa20a14c","Ex1b: Conc-Abs (Nouns)",15,"NegativeMismatch","ConceptualMatch:abstract","ConceptualMatchingOnly","Similarity"
"6185","rot-garbage","5f285dc5b09b3715fa20a14c","Ex1b: Conc-Abs (Nouns)",26,"NegativeMatch","ConcreteMatch","MaxMatch","Similarity"
"6186","lonliness-filth","5f285dc5b09b3715fa20a14c","Ex1b: Conc-Abs (Nouns)",0,"NegativeMatch","AbstractMismatch","ValenceMatchingOnly","Similarity"
"6187","freedom-compassion","5f285dc5b09b3715fa20a14c","Ex1b: Conc-Abs (Nouns)",0,"PositiveMatch","AbstractMatch","MaxMatch","Similarity"
"6188","compassion-mold","5f285dc5b09b3715fa20a14c","Ex1b: Conc-Abs (Nouns)",0,"PositiveMismatch","AbstractMismatch","MaxMismatch","Similarity"
"6189","get-obtain","5f285dc5b09b3715fa20a14c","Ex1b: Conc-Abs (Nouns)",99,NA,NA,"SimilarControl","Similarity"
"6190","push-pull","5f285dc5b09b3715fa20a14c","Ex1b: Conc-Abs (Nouns)",0,NA,NA,"DissimilarControl","Similarity"
"6191","show-display","5f285dc5b09b3715fa20a14c","Ex1b: Conc-Abs (Nouns)",99,NA,NA,"SimilarControl","Similarity"
"6192","sunshine-rust","5f285dc5b09b3715fa20a14c","Ex1b: Conc-Abs (Nouns)",0,"PositiveMismatch","ConceptualMatch:concrete","ConceptualMatchingOnly","Similarity"
"6193","fireplace-compassion","5f285dc5b09b3715fa20a14c","Ex1b: Conc-Abs (Nouns)",0,"PositiveMatch","ConcreteMismatch","ValenceMatchingOnly","Similarity"
"6194","rise-fall","5f285dc5b09b3715fa20a14c","Ex1b: Conc-Abs (Nouns)",0,NA,NA,"DissimilarControl","Similarity"
"6195","failure-shame","5f285dc5b09b3715fa20a14c","Ex1b: Conc-Abs (Nouns)",22,"NegativeMatch","AbstractMatch","MaxMatch","Similarity"
"6196","flowers-music","5f285dc5b09b3715fa20a14c","Ex1b: Conc-Abs (Nouns)",0,"PositiveMatch","ConcreteMatch","MaxMatch","Similarity"
"6197","shame-joy","5f285dc5b09b3715fa20a14c","Ex1b: Conc-Abs (Nouns)",0,"NegativeMismatch","ConceptualMatch:abstract","ConceptualMatchingOnly","Similarity"
"6198","mud-vomit","5f285dc5b09b3715fa20a14c","Ex1b: Conc-Abs (Nouns)",0,"NegativeMatch","ConcreteMatch","MaxMatch","Similarity"
"6199","resentment-rot","5f285dc5b09b3715fa20a14c","Ex1b: Conc-Abs (Nouns)",0,"NegativeMatch","AbstractMismatch","ValenceMatchingOnly","Similarity"
"6200","peace-compassion","5f285dc5b09b3715fa20a14c","Ex1b: Conc-Abs (Nouns)",21,"PositiveMatch","AbstractMatch","MaxMatch","Similarity"
"6201","kindness-garbage","5f285dc5b09b3715fa20a14c","Ex1b: Conc-Abs (Nouns)",0,"PositiveMismatch","AbstractMismatch","MaxMismatch","Similarity"
"6202","help-assist","5f285dc5b09b3715fa20a14c","Ex1b: Conc-Abs (Nouns)",99,NA,NA,"SimilarControl","Similarity"
"6203","increase-decrease","5f285dc5b09b3715fa20a14c","Ex1b: Conc-Abs (Nouns)",0,NA,NA,"DissimilarControl","Similarity"
"6204","need-require","5f285dc5b09b3715fa20a14c","Ex1b: Conc-Abs (Nouns)",78,NA,NA,"SimilarControl","Similarity"
"6205","flowers-rust","5f285dc5b09b3715fa20a14c","Ex1b: Conc-Abs (Nouns)",0,"PositiveMismatch","ConceptualMatch:concrete","ConceptualMatchingOnly","Similarity"
"6206","fireplace-kindness","5f285dc5b09b3715fa20a14c","Ex1b: Conc-Abs (Nouns)",0,"PositiveMatch","ConcreteMismatch","ValenceMatchingOnly","Similarity"
"6207","come-go","5f285dc5b09b3715fa20a14c","Ex1b: Conc-Abs (Nouns)",0,NA,NA,"DissimilarControl","Similarity"
"6208","anxiety-shame","5f285dc5b09b3715fa20a14c","Ex1b: Conc-Abs (Nouns)",0,"NegativeMatch","AbstractMatch","MaxMatch","Similarity"
"6209","laughter-rain","5f285dc5b09b3715fa20a14c","Ex1b: Conc-Abs (Nouns)",0,"PositiveMatch","ConcreteMatch","MaxMatch","Similarity"
"6210","regret-peace","5f285dc5b09b3715fa20a14c","Ex1b: Conc-Abs (Nouns)",0,"NegativeMismatch","ConceptualMatch:abstract","ConceptualMatchingOnly","Similarity"
"6211","mud-injury","5f285dc5b09b3715fa20a14c","Ex1b: Conc-Abs (Nouns)",0,"NegativeMatch","ConcreteMatch","MaxMatch","Similarity"
"6212","grief-garbage","5f285dc5b09b3715fa20a14c","Ex1b: Conc-Abs (Nouns)",0,"NegativeMatch","AbstractMismatch","ValenceMatchingOnly","Similarity"
"6213","freedom-happiness","5f285dc5b09b3715fa20a14c","Ex1b: Conc-Abs (Nouns)",0,"PositiveMatch","AbstractMatch","MaxMatch","Similarity"
"6214","joy-garbage","5f285dc5b09b3715fa20a14c","Ex1b: Conc-Abs (Nouns)",0,"PositiveMismatch","AbstractMismatch","MaxMismatch","Similarity"
"6215","buy-purchase","5f285dc5b09b3715fa20a14c","Ex1b: Conc-Abs (Nouns)",99,NA,NA,"SimilarControl","Similarity"
"6216","begin-end","5f285dc5b09b3715fa20a14c","Ex1b: Conc-Abs (Nouns)",0,NA,NA,"DissimilarControl","Similarity"
"6217","ask-inquire","5f285dc5b09b3715fa20a14c","Ex1b: Conc-Abs (Nouns)",99,NA,NA,"SimilarControl","Similarity"
"6218","chocolate-mud","5f285dc5b09b3715fa20a14c","Ex1b: Conc-Abs (Nouns)",0,"PositiveMismatch","ConceptualMatch:concrete","ConceptualMatchingOnly","Similarity"
"6219","hug-love","5f285dc5b09b3715fa20a14c","Ex1b: Conc-Abs (Nouns)",58,"PositiveMatch","ConcreteMismatch","ValenceMatchingOnly","Similarity"
"6220","give-take","5f285dc5b09b3715fa20a14c","Ex1b: Conc-Abs (Nouns)",0,NA,NA,"DissimilarControl","Similarity"
"6221","despair-failure","5f285dc5b09b3715fa20a14c","Ex1b: Conc-Abs (Nouns)",0,"NegativeMatch","AbstractMatch","MaxMatch","Similarity"
"6222","laughter-hug","5f285dc5b09b3715fa20a14c","Ex1b: Conc-Abs (Nouns)",0,"PositiveMatch","ConcreteMatch","MaxMatch","Similarity"
"6223","despair-joy","5f285dc5b09b3715fa20a14c","Ex1b: Conc-Abs (Nouns)",0,"NegativeMismatch","ConceptualMatch:abstract","ConceptualMatchingOnly","Similarity"
"6224","vomit-garbage","5f285dc5b09b3715fa20a14c","Ex1b: Conc-Abs (Nouns)",0,"NegativeMatch","ConcreteMatch","MaxMatch","Similarity"
"6225","shame-rot","5f285dc5b09b3715fa20a14c","Ex1b: Conc-Abs (Nouns)",0,"NegativeMatch","AbstractMismatch","ValenceMatchingOnly","Similarity"
"6226","joy-gratitude","5f285dc5b09b3715fa20a14c","Ex1b: Conc-Abs (Nouns)",99,"PositiveMatch","AbstractMatch","MaxMatch","Similarity"
"6227","inspiration-filth","5f285dc5b09b3715fa20a14c","Ex1b: Conc-Abs (Nouns)",0,"PositiveMismatch","AbstractMismatch","MaxMismatch","Similarity"
"6228","speak-talk","5f285dc5b09b3715fa20a14c","Ex1b: Conc-Abs (Nouns)",99,NA,NA,"SimilarControl","Similarity"
"6229","open-close","5f285dc5b09b3715fa20a14c","Ex1b: Conc-Abs (Nouns)",0,NA,NA,"DissimilarControl","Similarity"
"6230","begin-start","5f285dc5b09b3715fa20a14c","Ex1b: Conc-Abs (Nouns)",99,NA,NA,"SimilarControl","Similarity"
"6231","beach-stench","5f285dc5b09b3715fa20a14c","Ex1b: Conc-Abs (Nouns)",0,"PositiveMismatch","ConceptualMatch:concrete","ConceptualMatchingOnly","Similarity"
"6232","beach-compassion","5f285dc5b09b3715fa20a14c","Ex1b: Conc-Abs (Nouns)",0,"PositiveMatch","ConcreteMismatch","ValenceMatchingOnly","Similarity"
"6233","arrive-leave","5f285dc5b09b3715fa20a14c","Ex1b: Conc-Abs (Nouns)",0,NA,NA,"DissimilarControl","Similarity"
"6234","anxiety-grief","5f285dc5b09b3715fa20a14c","Ex1b: Conc-Abs (Nouns)",65,"NegativeMatch","AbstractMatch","MaxMatch","Similarity"
"6235","flowers-beach","5f285dc5b09b3715fa20a14c","Ex1b: Conc-Abs (Nouns)",0,"PositiveMatch","ConcreteMatch","MaxMatch","Similarity"
"6236","resentment-hope","5f285dc5b09b3715fa20a14c","Ex1b: Conc-Abs (Nouns)",0,"NegativeMismatch","ConceptualMatch:abstract","ConceptualMatchingOnly","Similarity"
"6237","stench-filth","5f285dc5b09b3715fa20a14c","Ex1b: Conc-Abs (Nouns)",71,"NegativeMatch","ConcreteMatch","MaxMatch","Similarity"
"6238","lonliness-stench","5f285dc5b09b3715fa20a14c","Ex1b: Conc-Abs (Nouns)",0,"NegativeMatch","AbstractMismatch","ValenceMatchingOnly","Similarity"
"6239","hope-freedom","5f285dc5b09b3715fa20a14c","Ex1b: Conc-Abs (Nouns)",0,"PositiveMatch","AbstractMatch","MaxMatch","Similarity"
"6240","happiness-mud","5f285dc5b09b3715fa20a14c","Ex1b: Conc-Abs (Nouns)",0,"PositiveMismatch","AbstractMismatch","MaxMismatch","Similarity"
"6241","increase-decrease","67e18d3d9ae271b1719712c3","Ex1b: Conc-Abs (Nouns)",0,NA,NA,"DissimilarControl","Similarity"
"6242","end-finish","67e18d3d9ae271b1719712c3","Ex1b: Conc-Abs (Nouns)",99,NA,NA,"SimilarControl","Similarity"
"6243","guilt-mud","67e18d3d9ae271b1719712c3","Ex1b: Conc-Abs (Nouns)",0,"NegativeMatch","AbstractMismatch","ValenceMatchingOnly","Similarity"
"6244","hope-injury","67e18d3d9ae271b1719712c3","Ex1b: Conc-Abs (Nouns)",0,"PositiveMismatch","AbstractMismatch","MaxMismatch","Similarity"
"6245","fireplace-garbage","67e18d3d9ae271b1719712c3","Ex1b: Conc-Abs (Nouns)",0,"PositiveMismatch","ConceptualMatch:concrete","ConceptualMatchingOnly","Similarity"
"6246","hope-freedom","67e18d3d9ae271b1719712c3","Ex1b: Conc-Abs (Nouns)",0,"PositiveMatch","AbstractMatch","MaxMatch","Similarity"
"6247","smoke-stench","67e18d3d9ae271b1719712c3","Ex1b: Conc-Abs (Nouns)",0,"NegativeMatch","ConcreteMatch","MaxMatch","Similarity"
"6248","regret-failure","67e18d3d9ae271b1719712c3","Ex1b: Conc-Abs (Nouns)",45,"NegativeMatch","AbstractMatch","MaxMatch","Similarity"
"6249","failure-gratitude","67e18d3d9ae271b1719712c3","Ex1b: Conc-Abs (Nouns)",0,"NegativeMismatch","ConceptualMatch:abstract","ConceptualMatchingOnly","Similarity"
"6250","music-home","67e18d3d9ae271b1719712c3","Ex1b: Conc-Abs (Nouns)",0,"PositiveMatch","ConcreteMatch","MaxMatch","Similarity"
"6251","come-go","67e18d3d9ae271b1719712c3","Ex1b: Conc-Abs (Nouns)",0,NA,NA,"DissimilarControl","Similarity"
"6252","show-display","67e18d3d9ae271b1719712c3","Ex1b: Conc-Abs (Nouns)",99,NA,NA,"SimilarControl","Similarity"
"6253","rain-inspiration","67e18d3d9ae271b1719712c3","Ex1b: Conc-Abs (Nouns)",0,"PositiveMatch","ConcreteMismatch","ValenceMatchingOnly","Similarity"
"6254","add-remove","67e18d3d9ae271b1719712c3","Ex1b: Conc-Abs (Nouns)",0,NA,NA,"DissimilarControl","Similarity"
"6255","begin-start","67e18d3d9ae271b1719712c3","Ex1b: Conc-Abs (Nouns)",99,NA,NA,"SimilarControl","Similarity"
"6256","anxiety-stench","67e18d3d9ae271b1719712c3","Ex1b: Conc-Abs (Nouns)",0,"NegativeMatch","AbstractMismatch","ValenceMatchingOnly","Similarity"
"6257","happiness-mud","67e18d3d9ae271b1719712c3","Ex1b: Conc-Abs (Nouns)",0,"PositiveMismatch","AbstractMismatch","MaxMismatch","Similarity"
"6258","home-rust","67e18d3d9ae271b1719712c3","Ex1b: Conc-Abs (Nouns)",0,"PositiveMismatch","ConceptualMatch:concrete","ConceptualMatchingOnly","Similarity"
"6259","love-kindness","67e18d3d9ae271b1719712c3","Ex1b: Conc-Abs (Nouns)",60,"PositiveMatch","AbstractMatch","MaxMatch","Similarity"
"6260","rot-rust","67e18d3d9ae271b1719712c3","Ex1b: Conc-Abs (Nouns)",55,"NegativeMatch","ConcreteMatch","MaxMatch","Similarity"
"6261","lonliness-envy","67e18d3d9ae271b1719712c3","Ex1b: Conc-Abs (Nouns)",53,"NegativeMatch","AbstractMatch","MaxMatch","Similarity"
"6262","envy-compassion","67e18d3d9ae271b1719712c3","Ex1b: Conc-Abs (Nouns)",0,"NegativeMismatch","ConceptualMatch:abstract","ConceptualMatchingOnly","Similarity"
"6263","home-chocolate","67e18d3d9ae271b1719712c3","Ex1b: Conc-Abs (Nouns)",0,"PositiveMatch","ConcreteMatch","MaxMatch","Similarity"
"6264","push-pull","67e18d3d9ae271b1719712c3","Ex1b: Conc-Abs (Nouns)",0,NA,NA,"DissimilarControl","Similarity"
"6265","get-obtain","67e18d3d9ae271b1719712c3","Ex1b: Conc-Abs (Nouns)",99,NA,NA,"SimilarControl","Similarity"
"6266","sunshine-compassion","67e18d3d9ae271b1719712c3","Ex1b: Conc-Abs (Nouns)",0,"PositiveMatch","ConcreteMismatch","ValenceMatchingOnly","Similarity"
"6267","rise-fall","67e18d3d9ae271b1719712c3","Ex1b: Conc-Abs (Nouns)",0,NA,NA,"DissimilarControl","Similarity"
"6268","help-assist","67e18d3d9ae271b1719712c3","Ex1b: Conc-Abs (Nouns)",99,NA,NA,"SimilarControl","Similarity"
"6269","despair-garbage","67e18d3d9ae271b1719712c3","Ex1b: Conc-Abs (Nouns)",12,"NegativeMatch","AbstractMismatch","ValenceMatchingOnly","Similarity"
"6270","joy-mud","67e18d3d9ae271b1719712c3","Ex1b: Conc-Abs (Nouns)",0,"PositiveMismatch","AbstractMismatch","MaxMismatch","Similarity"
"6271","rain-rust","67e18d3d9ae271b1719712c3","Ex1b: Conc-Abs (Nouns)",0,"PositiveMismatch","ConceptualMatch:concrete","ConceptualMatchingOnly","Similarity"
"6272","peace-freedom","67e18d3d9ae271b1719712c3","Ex1b: Conc-Abs (Nouns)",60,"PositiveMatch","AbstractMatch","MaxMatch","Similarity"
"6273","rust-mold","67e18d3d9ae271b1719712c3","Ex1b: Conc-Abs (Nouns)",29,"NegativeMatch","ConcreteMatch","MaxMatch","Similarity"
"6274","guilt-shame","67e18d3d9ae271b1719712c3","Ex1b: Conc-Abs (Nouns)",82,"NegativeMatch","AbstractMatch","MaxMatch","Similarity"
"6275","regret-peace","67e18d3d9ae271b1719712c3","Ex1b: Conc-Abs (Nouns)",0,"NegativeMismatch","ConceptualMatch:abstract","ConceptualMatchingOnly","Similarity"
"6276","beach-home","67e18d3d9ae271b1719712c3","Ex1b: Conc-Abs (Nouns)",0,"PositiveMatch","ConcreteMatch","MaxMatch","Similarity"
"6277","enter-exit","67e18d3d9ae271b1719712c3","Ex1b: Conc-Abs (Nouns)",0,NA,NA,"DissimilarControl","Similarity"
"6278","need-require","67e18d3d9ae271b1719712c3","Ex1b: Conc-Abs (Nouns)",99,NA,NA,"SimilarControl","Similarity"
"6279","beach-inspiration","67e18d3d9ae271b1719712c3","Ex1b: Conc-Abs (Nouns)",0,"PositiveMatch","ConcreteMismatch","ValenceMatchingOnly","Similarity"
"6280","open-close","67e18d3d9ae271b1719712c3","Ex1b: Conc-Abs (Nouns)",0,NA,NA,"DissimilarControl","Similarity"
"6281","speak-talk","67e18d3d9ae271b1719712c3","Ex1b: Conc-Abs (Nouns)",99,NA,NA,"SimilarControl","Similarity"
"6282","envy-mud","67e18d3d9ae271b1719712c3","Ex1b: Conc-Abs (Nouns)",0,"NegativeMatch","AbstractMismatch","ValenceMatchingOnly","Similarity"
"6283","gratitude-garbage","67e18d3d9ae271b1719712c3","Ex1b: Conc-Abs (Nouns)",0,"PositiveMismatch","AbstractMismatch","MaxMismatch","Similarity"
"6284","home-garbage","67e18d3d9ae271b1719712c3","Ex1b: Conc-Abs (Nouns)",0,"PositiveMismatch","ConceptualMatch:concrete","ConceptualMatchingOnly","Similarity"
"6285","joy-happiness","67e18d3d9ae271b1719712c3","Ex1b: Conc-Abs (Nouns)",99,"PositiveMatch","AbstractMatch","MaxMatch","Similarity"
"6286","rot-vomit","67e18d3d9ae271b1719712c3","Ex1b: Conc-Abs (Nouns)",0,"NegativeMatch","ConcreteMatch","MaxMatch","Similarity"
"6287","regret-anxiety","67e18d3d9ae271b1719712c3","Ex1b: Conc-Abs (Nouns)",61,"NegativeMatch","AbstractMatch","MaxMatch","Similarity"
"6288","guilt-freedom","67e18d3d9ae271b1719712c3","Ex1b: Conc-Abs (Nouns)",0,"NegativeMismatch","ConceptualMatch:abstract","ConceptualMatchingOnly","Similarity"
"6289","sunshine-rain","67e18d3d9ae271b1719712c3","Ex1b: Conc-Abs (Nouns)",0,"PositiveMatch","ConcreteMatch","MaxMatch","Similarity"
"6290","arrive-leave","67e18d3d9ae271b1719712c3","Ex1b: Conc-Abs (Nouns)",0,NA,NA,"DissimilarControl","Similarity"
"6291","ask-inquire","67e18d3d9ae271b1719712c3","Ex1b: Conc-Abs (Nouns)",99,NA,NA,"SimilarControl","Similarity"
"6292","hug-happiness","67e18d3d9ae271b1719712c3","Ex1b: Conc-Abs (Nouns)",26,"PositiveMatch","ConcreteMismatch","ValenceMatchingOnly","Similarity"
"6293","give-take","67e18d3d9ae271b1719712c3","Ex1b: Conc-Abs (Nouns)",0,NA,NA,"DissimilarControl","Similarity"
