,Unnamed: 0,Word1,Word2,FeatureCombo1,FeatureCombo2,FeatureMatch,W2VSimilarity,BertSimilarity
38,35,dreaded,dreaded,social-negative,social-negative,SelfPair,1.0,1.0
39,39,hateful,hateful,social-negative,social-negative,SelfPair,1.0,1.0000001
40,123,cheerful,floral,social-positive,physical-positive,ValenceMatchingOnly,0.2436026781797409,0.38123715
41,37,comatose,stingy,physical-negative,social-negative,ValenceMatchingOnly,0.12632302939891815,0.28508672
42,4,moldy,racist,physical-negative,social-negative,ValenceMatchingOnly,0.14737801253795624,0.2858454
43,138,easygoing,radiant,social-positive,physical-positive,ValenceMatchingOnly,0.21654658019542694,0.17171586
44,145,carefree,decorative,social-positive,physical-positive,ValenceMatchingOnly,0.08307577669620514,0.18629521
45,177,dependable,homemade,social-positive,physical-positive,ValenceMatchingOnly,0.10647125542163849,0.3189414
46,90,smelly,insulting,physical-negative,social-negative,ValenceMatchingOnly,0.2376103699207306,0.31808126
47,83,itchy,heartbroken,physical-negative,social-negative,ValenceMatchingOnly,0.14482998847961426,0.18208122
48,110,joyful,fluffy,social-positive,physical-positive,ValenceMatchingOnly,0.2528993487358093,0.3875789
49,169,selfless,newborn,social-positive,physical-positive,ValenceMatchingOnly,0.10288289934396744,0.29713804
0,142,grief,gratitude,noun-negative,noun-positive,ConceptualMatchingOnly,0.43546369671821594,0.38533297
1,6,toxin,chocolate,noun-negative,noun-postiive,ConceptualMatchingOnly,0.14519985020160675,0.22234817
2,97,stab,glisten,verb-negative,verb-postiive,ConceptualMatchingOnly,0.0784001350402832,0.2489759
3,60,fester,admire,verb-negative,verb-positive,ConceptualMatchingOnly,0.07290972769260406,0.20600143
4,181,resent,cherish,verb-negative,verb-positive,ConceptualMatchingOnly,0.38021835684776306,0.26082972
5,104,terror,kindness,noun-negative,noun-positive,ConceptualMatchingOnly,0.16527165472507477,0.2338217
6,200,compassion,beach,noun-positive,noun-postiive,ConceptualMatchingOnly,-0.009257142432034016,0.16917251
7,236,enlighten,breathe,verb-positive,verb-postiive,ConceptualMatchingOnly,0.1702336072921753,0.23120776
8,240,fulfill,glide,verb-positive,verb-postiive,ConceptualMatchingOnly,0.03606712445616722,0.34645656
9,194,obsess,imagine,verb-negative,verb-positive,ConceptualMatchingOnly,0.3067341148853302,0.27043727
10,71,terror,anxiety,noun-negative,noun-negative,MaxMatch,0.2395615130662918,0.52622694
11,43,choke,obsess,verb-negative,verb-negative,MaxMatch,0.16698820888996124,0.37856853
12,15,garbage,failure,noun-negative,noun-negative,MaxMatch,0.04967649653553963,0.37874112
13,2,toxin,corpse,noun-negative,noun-negative,MaxMatch,0.2105148881673813,0.35936216
14,114,chocolate,fireplace,noun-postiive,noun-postiive,MaxMatch,0.17550775408744812,0.34557104
15,113,beach,home,noun-postiive,noun-postiive,MaxMatch,0.20396552979946136,0.42521593
16,56,writhe,exploit,verb-negative,verb-negative,MaxMatch,0.18576495349407196,0.2453284
17,126,breathe,running,verb-postiive,verb-postiive,MaxMatch,0.170251727104187,0.4353083
18,106,cherish,imagine,verb-positive,verb-positive,MaxMatch,0.23148410022258759,0.22681463
19,94,freedom,gratitude,noun-positive,noun-positive,MaxMatch,0.2429121732711792,0.28933442
20,124,anxiety,imagine,noun-negative,verb-positive,MaxMismatch,0.16436432301998138,0.28723937
21,61,fester,freedom,verb-negative,noun-positive,MaxMismatch,0.07275763899087906,0.13692419
22,202,compassion,glisten,noun-positive,verb-postiive,MaxMismatch,0.06267011910676956,0.1940229
23,149,grief,running,noun-negative,verb-postiive,MaxMismatch,-0.006834771949797869,0.1998201
24,43,slave,fulfill,noun-negative,verb-positive,MaxMismatch,0.05476127564907074,0.33734113
25,158,befall,flowers,verb-negative,noun-postiive,MaxMismatch,0.0007021777564659715,0.13486353
26,174,exploit,kindness,verb-negative,noun-positive,MaxMismatch,0.0328175388276577,0.17647536
27,52,choke,gratitude,verb-negative,noun-positive,MaxMismatch,0.03621440753340721,0.19666594
28,30,corpse,admire,noun-negative,verb-positive,MaxMismatch,0.07995391637086868,0.2726588
29,77,writhe,fireplace,verb-negative,noun-postiive,MaxMismatch,0.10250350832939148,0.21972762
30,5,choke,choke,verb-negative,verb-negative,SelfPair,1.0,1.0
31,13,failure,failure,noun-negative,noun-negative,SelfPair,0.9999999403953552,1.0
32,7,writhe,writhe,verb-negative,verb-negative,SelfPair,1.0,1.0000001
33,0,toxin,toxin,noun-negative,noun-negative,SelfPair,0.9999999403953552,0.99999994
34,37,glisten,glisten,verb-postiive,verb-postiive,SelfPair,1.0000001192092896,1.0000001
35,20,compassion,compassion,noun-positive,noun-positive,SelfPair,0.9999999403953552,1.0
36,9,stab,stab,verb-negative,verb-negative,SelfPair,0.9999999403953552,1.0
37,19,obsess,obsess,verb-negative,verb-negative,SelfPair,1.0,1.0000002
38,35,glide,glide,verb-postiive,verb-postiive,SelfPair,1.0,1.0
39,39,running,running,verb-postiive,verb-postiive,SelfPair,1.0,1.0000001
40,4,toxin,stab,noun-negative,verb-negative,ValenceMatchingOnly,0.01768467389047146,0.2810281
41,54,choke,grief,verb-negative,noun-negative,ValenceMatchingOnly,0.08439981937408447,0.3702922
42,106,freedom,cherish,noun-positive,verb-positive,ValenceMatchingOnly,0.33043020963668823,0.1872749
43,131,chocolate,breathe,noun-postiive,verb-postiive,ValenceMatchingOnly,0.10214005410671234,0.2283845
44,42,slave,writhe,noun-negative,verb-negative,ValenceMatchingOnly,0.08140915632247925,0.33430967
45,94,failure,obsess,noun-negative,verb-negative,ValenceMatchingOnly,0.020137446001172066,0.24812716
46,78,terror,resent,noun-negative,verb-negative,ValenceMatchingOnly,0.07244179397821426,0.20139062
47,135,fireplace,glide,noun-postiive,verb-postiive,ValenceMatchingOnly,0.1110595315694809,0.32979953
48,103,compassion,fulfill,noun-positive,verb-positive,ValenceMatchingOnly,0.16545060276985168,0.25974518
49,11,garbage,fester,noun-negative,verb-negative,ValenceMatchingOnly,0.22184887528419495,0.22881484
